Name	Def	LevelId	Populate	Logicals	Outdoors	Animate	KillEdge	FillBlanks	SizeX	SizeY	AutoMap	Scan	Pops	PopPad	Files	File1	File2	File3	File4	File5	File6	Dt1Mask	Beta	Expansion
lp20	20				1		1	1	8	8					1	Act1/Outdoors/StnClf6b.ds1	0	0	0	0	0	1029	1	
lp21	21				1		1	1	8	8					1	Act1/Outdoors/StnClf6c.ds1	0	0	0	0	0	517	1	
lp22	22				1		1	1	8	8					1	Act1/Outdoors/StnClf7.ds1	0	0	0	0	0	517	1	
lp23	23				1		1	1	8	8					1	Act1/Outdoors/StnClf10.ds1	0	0	0	0	0	5633	1	
lp24	24				1		1	1	8	8		1			1	Act1/Caves/clfcave2.ds1	0	0	0	0	0	513	1	
lp25	25				1		1	1	8	8		1			1	Act1/Caves/clfcave.ds1	0	0	0	0	0	1025	1	
lp26	26				1		1	1	8	8						Act1/Outdoors/URiverC.ds1	Act1/Outdoors/URiverN.ds1	Act1/Outdoors/URiverS.ds1	Act1/Outdoors/URiver.ds1	0	0	53	1	
lp27	27				1		1	1	8	8						Act1/Outdoors/LRiverC.ds1	Act1/Outdoors/LRiverN.ds1	Act1/Outdoors/LRiverS.ds1	Act1/Outdoors/LRiver.ds1	0	0	53	1	
lp28	28		1		1		1	1	8	8						0	Act1/Outdoors/BridgeU.ds1	Act1/Outdoors/BridgeL.ds1	Act1/Outdoors/BridgeS.ds1	0	0	101	1	
lp29	29		1		1		1	1	8	8					3	Act1/Outdoors/Circle.ds1	Act1/Outdoors/XRock.ds1	Act1/Outdoors/6Rock.ds1	0	0	0	278529	1	
lp30	30		1		1		1	1	8	8					3	Act1/Outdoors/Clover.ds1	Act1/Outdoors/Arrow.ds1	Act1/Outdoors/4Rock.ds1	0	0	0	278529	1	
lp31	31		1		1		1	1	8	8					2	Act1/Outdoors/Corral1.ds1	Act1/Outdoors/Corral2.ds1	0	0	0	0	262153	1	
lp32	32		1		1		1	1	16	16					2	Act1/Outdoors/Wild1.ds1	Act1/Outdoors/Wild2.ds1	0	0	0	0	16405	1	
lp33	33		1		1		1	1	8	16					2	Act1/Outdoors/Wild8.ds1	Act1/Outdoors/Wild9.ds1	0	0	0	0	16405	1	
lp34	34		1		1		1	1	16	16					2	Act1/Outdoors/Wild3.ds1	Act1/Outdoors/Wild4.ds1	0	0	0	0	16409	1	
lp35	35		1		1		1	1	8	8					1	Act1/Outdoors/Wild5.ds1	0	0	0	0	0	16409	1	
lp36	36		1		1		1	1	16	8					1	Act1/Outdoors/Wild6.ds1	0	0	0	0	0	16409	1	
lp37	37		1		1		1	1	8	16					1	Act1/Outdoors/Wild7.ds1	0	0	0	0	0	16409	1	
lp38	38		1		1		1	1	8	8					1	Act1/Outdoors/Swamp3.ds1	Act1/Outdoors/Swamp4.ds1	0	0	0	0	4194305	1	
lp39	39		1		1		1	1	16	16					1	Act1/Outdoors/Swamp5.ds1	0	0	0	0	0	4194305	1	
lp40	40		1		1		1	1	16	16					1	Act1/Outdoors/Trees2.ds1	Act1/Outdoors/Trees3.ds1	0	0	0	0	3	1	
lp41	41		1		1		1	1	16	16					1	Act1/Outdoors/Ruin2.ds1	0	0	0	0	0	286991	1	
lp42	42		1		1		1	1	8	8					4	Act1/Outdoors/FallCmp.ds1	Act1/Outdoors/FallCmp2.ds1	Act1/Outdoors/FallCmp3.ds1	Act1/Outdoors/FallCmp4.ds1	0	0	344323	1	
lp43	43		1		1		1	1	8	8					4	Act1/Outdoors/FallCmp5.ds1	Act1/Outdoors/FallCmp6.ds1	Act1/Outdoors/FallCmp7.ds1	Act1/Outdoors/FallCmp8.ds1	0	0	344323	1	
lp44	44		1		1		1	1	8	8					1	Act1/Outdoors/FallCmpBish.ds1	0	0	0	0	0	344323	1	
lp45	45		1		1		1	1	8	8					1	Act1/Outdoors/Camp.ds1	0	0	0	0	0	278787	1	
lp46	46		1		1		1	1	8	8					1	Act1/Outdoors/Pond1.ds1	0	0	0	0	0	410371	1	
lp47	47		1	1	1		1	1	8	8			2	-4	6	Act1/Outdoors/Cott1.ds1	Act1/Outdoors/Cott2.ds1	Act1/Outdoors/Cott3.ds1	Act1/Outdoors/Cott4.ds1	Act1/Outdoors/Cott5.ds1	Act1/Outdoors/Cott6.ds1	16777217	1	
lp48	48		1	1	1		1	1	8	8			2	-4	6	Act1/Outdoors/Cott1A.ds1	Act1/Outdoors/Cott2A.ds1	Act1/Outdoors/Cott3A.ds1	Act1/Outdoors/Cott4A.ds1	Act1/Outdoors/Cott5A.ds1	Act1/Outdoors/Cott6A.ds1	16777217	1	
lp49	49		1	1	1		1	1	8	8			2	-4	1	Act1/Outdoors/Cott7.ds1	0	0	0	0	0	16777217	1	
lp50	50		1	1	1		1	1	16	16					1	Act1/Outdoors/Bivouac.ds1	0	0	0	0	0	41943297	1	
lp51	51		1		1		1	1	8	8		1			2	Act1/Caves/CaveDr1.ds1	Act1/Caves/CaveDr2.ds1	0	0	0	0	1048835	1	
lp52	52		1		1		1	1	8	8		1			2	Act1/Caves/DenEnt.ds1	Act1/Caves/DenEnt2.ds1	0	0	0	0	1048835	1	
lp53	53		1				1	1	24	24					2	Act1/Caves/CaveW.ds1	Act1/Caves/CaveW2.ds1	0	0	0	0	1	1	
lp54	54		1				1	1	24	24					2	Act1/Caves/CaveE.ds1	Act1/Caves/CaveE2.ds1	0	0	0	0	1	1	
lp55	55		1				1	1	24	24					2	Act1/Caves/CaveEW.ds1	Act1/Caves/CaveEW2.ds1	0	0	0	0	1	1	
lp56	56		1				1	1	24	24					2	Act1/Caves/CaveS.ds1	Act1/Caves/CaveS2.ds1	0	0	0	0	1	1	
lp57	57		1				1	1	24	24					2	Act1/Caves/CaveSW.ds1	Act1/Caves/CaveSW2.ds1	0	0	0	0	1	1	
lp58	58		1				1	1	24	24					2	Act1/Caves/CaveSE.ds1	Act1/Caves/CaveSE2.ds1	0	0	0	0	1	1	
lp59	59		1				1	1	24	24					2	Act1/Caves/CaveSEW.ds1	Act1/Caves/CaveSEW2.ds1	0	0	0	0	1	1	
lp60	60		1				1	1	24	24					2	Act1/Caves/CaveN.ds1	Act1/Caves/CaveN2.ds1	0	0	0	0	1	1	
lp61	61		1				1	1	24	24					2	Act1/Caves/CaveNW.ds1	Act1/Caves/CaveNW2.ds1	0	0	0	0	1	1	
lp62	62		1				1	1	24	24					2	Act1/Caves/CaveNE.ds1	Act1/Caves/CaveNE2.ds1	0	0	0	0	1	1	
lp63	63		1				1	1	24	24					2	Act1/Caves/CaveNEW.ds1	Act1/Caves/CaveNEW2.ds1	0	0	0	0	1	1	
lp64	64		1				1	1	24	24					2	Act1/Caves/CaveNS.ds1	Act1/Caves/CaveNS2.ds1	0	0	0	0	1	1	
lp65	65		1				1	1	24	24					2	Act1/Caves/CaveNSW.ds1	Act1/Caves/CaveNSW2.ds1	0	0	0	0	1	1	
lp66	66		1				1	1	24	24					2	Act1/Caves/CaveNSE.ds1	Act1/Caves/CaveNSE2.ds1	0	0	0	0	1	1	
lp67	67		1				1	1	24	24					2	Act1/Caves/CaveNSEW.ds1	Act1/Caves/CaveNSEW2.ds1	0	0	0	0	1	1	
lp68	68		1				1	1	24	24					1	Act1/Caves/CaveWTheme1.ds1	0	0	0	0	0	1	1	
lp69	69		1				1	1	24	24					1	Act1/Caves/CaveETheme1.ds1	0	0	0	0	0	1	1	
lp70	70		1				1	1	24	24					1	Act1/Caves/CaveEWTheme1.ds1	0	0	0	0	0	1	1	
lp71	71		1				1	1	24	24					1	Act1/Caves/CaveSTheme1.ds1	0	0	0	0	0	1	1	
lp72	72		1				1	1	24	24					1	Act1/Caves/CaveSWTheme1.ds1	0	0	0	0	0	1	1	
lp73	73		1				1	1	24	24					1	Act1/Caves/CaveSETheme1.ds1	0	0	0	0	0	1	1	
lp74	74		1				1	1	24	24					1	Act1/Caves/CaveSEWTheme1.ds1	0	0	0	0	0	1	1	
lp75	75		1				1	1	24	24					1	Act1/Caves/CaveNTheme1.ds1	0	0	0	0	0	1	1	
lp76	76		1				1	1	24	24					1	Act1/Caves/CaveNWTheme1.ds1	0	0	0	0	0	1	1	
lp77	77		1				1	1	24	24					1	Act1/Caves/CaveNETheme1.ds1	0	0	0	0	0	1	1	
lp78	78		1				1	1	24	24					1	Act1/Caves/CaveNEWTheme1.ds1	0	0	0	0	0	1	1	
lp79	79		1				1	1	24	24					1	Act1/Caves/CaveNSTheme1.ds1	0	0	0	0	0	1	1	
lp80	80		1				1	1	24	24					1	Act1/Caves/CaveNSWTheme1.ds1	0	0	0	0	0	1	1	
lp81	81		1				1	1	24	24					1	Act1/Caves/CaveNSETheme1.ds1	0	0	0	0	0	1	1	
lp82	82		1				1	1	24	24					1	Act1/Caves/CaveNSEWTheme1.ds1	0	0	0	0	0	1	1	
lp83	83		1				1	1	24	24		1			2	Act1/Caves/CaveWPre1.ds1	Act1/Caves/CaveWPre2.ds1	0	0	0	0	1	1	
lp84	84		1				1	1	24	24		1			2	Act1/Caves/CaveEPre1.ds1	Act1/Caves/CaveEPre2.ds1	0	0	0	0	1	1	
lp85	85		1				1	1	24	24		1			2	Act1/Caves/CaveSPre1.ds1	Act1/Caves/CaveSPre2.ds1	0	0	0	0	1	1	
lp86	86		1				1	1	24	24		1			2	Act1/Caves/CaveNPre1.ds1	Act1/Caves/CaveNPre2.ds1	0	0	0	0	1	1	
lp87	87		1				1	1	24	24		1			2	Act1/Caves/CaveWNext1.ds1	Act1/Caves/CaveWNext2.ds1	0	0	0	0	1	1	
lp88	88		1				1	1	24	24		1			2	Act1/Caves/CaveENext1.ds1	Act1/Caves/CaveENext2.ds1	0	0	0	0	1	1	
lp89	89		1				1	1	24	24		1			2	Act1/Caves/CaveSNext1.ds1	Act1/Caves/CaveSNext2.ds1	0	0	0	0	1	1	
lp90	90		1				1	1	24	24		1			2	Act1/Caves/CaveNNext1.ds1	Act1/Caves/CaveNNext2.ds1	0	0	0	0	1	1	
lp91	91		1				1	1	24	24		1			2	Act1/Caves/CaveWDown1.ds1	Act1/Caves/CaveWDown2.ds1	0	0	0	0	1	1	
lp92	92		1				1	1	24	24		1			2	Act1/Caves/CaveEDown1.ds1	Act1/Caves/CaveEDown2.ds1	0	0	0	0	1	1	
lp93	93		1				1	1	24	24		1			2	Act1/Caves/CaveSDown1.ds1	Act1/Caves/CaveSDown2.ds1	0	0	0	0	1	1	
lp94	94		1				1	1	24	24		1			2	Act1/Caves/CaveNDown1.ds1	Act1/Caves/CaveNDown2.ds1	0	0	0	0	1	1	
lp95	95		1				1	1	24	24					1	Act1/Caves/CaveWSpec.ds1	0	0	0	0	0	1	1	
lp96	96		1				1	1	24	24					1	Act1/Caves/CaveESpec.ds1	0	0	0	0	0	1	1	
lp97	97		1				1	1	24	24					1	Act1/Caves/CaveSSpec.ds1	0	0	0	0	0	1	1	
lp98	98		1				1	1	24	24					1	Act1/Caves/CaveNSpec.ds1	0	0	0	0	0	1	1	
lp99	99		1				1	1	24	24					1	Act1/Caves/CaveWCrow.ds1	0	0	0	0	0	1	1	
lp100	100		1				1	1	24	24					1	Act1/Caves/CaveECrow.ds1	0	0	0	0	0	1	1	
lp101	101		1				1	1	24	24					1	Act1/Caves/CaveSCrow.ds1	0	0	0	0	0	1	1	
lp102	102		1				1	1	24	24					1	Act1/Caves/CaveNCrow.ds1	0	0	0	0	0	1	1	
lp103	103		1				1	1				1			1	Act1/Caves/CaveRoom1.ds1	0	0	0	0	0	1	1	
lp104	104	13	1				1	1				1			1	Act1/Caves/CaveRoom2.ds1	0	0	0	0	0	1	1	
lp105	105	14	1				1	1				1			1	Act1/Caves/CaveRoom3.ds1	0	0	0	0	0	1	1	
lp106	106	15	1				1	1				1			1	Act1/Caves/CaveRoom4.ds1	0	0	0	0	0	1	1	
lp107	107	16	1				1	1				1			1	Act1/Caves/CaveRoom5.ds1	0	0	0	0	0	1	1	
lp108	108		1		1		1	1	24	32		1			1	Act1/Graveyard/gravey.ds1	0	0	0	0	0	2319	1	
lp109	109		1	1				1	8	8					2	Act1/Crypt/CryptW.ds1	Act1/Crypt/CryptW2.ds1	0	0	0	0	3	1	
lp110	110		1	1				1	8	8					2	Act1/Crypt/CryptE.ds1	Act1/Crypt/CryptE2.ds1	0	0	0	0	3	1	
lp111	111		1	1				1	8	8					2	Act1/Crypt/CryptEW.ds1	Act1/Crypt/CryptEW2.ds1	0	0	0	0	3	1	
lp112	112		1	1				1	8	8					2	Act1/Crypt/CryptS.ds1	Act1/Crypt/CryptS2.ds1	0	0	0	0	3	1	
lp113	113		1	1				1	8	8					2	Act1/Crypt/CryptSW.ds1	Act1/Crypt/CryptSW2.ds1	0	0	0	0	3	1	
lp114	114		1	1				1	8	8					2	Act1/Crypt/CryptSE.ds1	Act1/Crypt/CryptSE2.ds1	0	0	0	0	3	1	
lp115	115		1	1				1	8	8					2	Act1/Crypt/CryptSEW.ds1	Act1/Crypt/CryptSEW2.ds1	0	0	0	0	3	1	
lp116	116		1	1				1	8	8					2	Act1/Crypt/CryptN.ds1	Act1/Crypt/CryptN2.ds1	0	0	0	0	3	1	
lp117	117		1	1				1	8	8					2	Act1/Crypt/CryptNW.ds1	Act1/Crypt/CryptNW2.ds1	0	0	0	0	3	1	
lp118	118		1	1				1	8	8					2	Act1/Crypt/CryptNE.ds1	Act1/Crypt/CryptNE2.ds1	0	0	0	0	3	1	
lp119	119		1	1				1	8	8					2	Act1/Crypt/CryptNEW.ds1	Act1/Crypt/CryptNEW2.ds1	0	0	0	0	3	1	
lp120	120		1	1				1	8	8					2	Act1/Crypt/CryptNS.ds1	Act1/Crypt/CryptNS2.ds1	0	0	0	0	3	1	
lp121	121		1	1				1	8	8					2	Act1/Crypt/CryptNSW.ds1	Act1/Crypt/CryptNSW2.ds1	0	0	0	0	3	1	
lp122	122		1	1				1	8	8					2	Act1/Crypt/CryptNSE.ds1	Act1/Crypt/CryptNSE2.ds1	0	0	0	0	3	1	
lp123	123		1	1				1	8	8					2	Act1/Crypt/CryptNSEW.ds1	Act1/Crypt/CryptNSEW2.ds1	0	0	0	0	3	1	
lp124	124		1	1				1	8	8					1	Act1/Crypt/CryptWTheme.ds1	0	0	0	0	0	3	1	
lp125	125		1	1				1	8	8					1	Act1/Crypt/CryptETheme.ds1	0	0	0	0	0	3	1	
lp126	126		1	1				1	8	8					1	Act1/Crypt/CryptEWTheme.ds1	0	0	0	0	0	3	1	
lp127	127		1	1				1	8	8					1	Act1/Crypt/CryptSTheme.ds1	0	0	0	0	0	3	1	
lp128	128		1	1				1	8	8					1	Act1/Crypt/CryptSWTheme.ds1	0	0	0	0	0	3	1	
lp129	129		1	1				1	8	8					1	Act1/Crypt/CryptSETheme.ds1	0	0	0	0	0	3	1	
lp130	130		1	1				1	8	8					1	Act1/Crypt/CryptSEWTheme.ds1	0	0	0	0	0	3	1	
lp131	131		1	1				1	8	8					1	Act1/Crypt/CryptNTheme.ds1	0	0	0	0	0	3	1	
lp132	132		1	1				1	8	8					1	Act1/Crypt/CryptNWTheme.ds1	0	0	0	0	0	3	1	
lp133	133		1	1				1	8	8					1	Act1/Crypt/CryptNETheme.ds1	0	0	0	0	0	3	1	
lp134	134		1	1				1	8	8					1	Act1/Crypt/CryptNEWTheme.ds1	0	0	0	0	0	3	1	
lp135	135		1	1				1	8	8					1	Act1/Crypt/CryptNSTheme.ds1	0	0	0	0	0	3	1	
lp136	136		1	1				1	8	8					1	Act1/Crypt/CryptNSWTheme.ds1	0	0	0	0	0	3	1	
lp137	137		1	1				1	8	8					1	Act1/Crypt/CryptNSETheme.ds1	0	0	0	0	0	3	1	
lp138	138		1	1				1	8	8					1	Act1/Crypt/CryptNSEWTheme.ds1	0	0	0	0	0	3	1	
lp139	139		1	1				1	8	8		1			1	Act1/Crypt/CryptWWarpPrev.ds1	0	0	0	0	0	3	1	
lp140	140		1	1				1	8	8		1			1	Act1/Crypt/CryptEWarpPrev.ds1	0	0	0	0	0	3	1	
lp141	141		1	1				1	8	8		1			1	Act1/Crypt/CryptSWarpPrev.ds1	0	0	0	0	0	3	1	
lp142	142		1	1				1	8	8		1			1	Act1/Crypt/CryptNWarpPrev.ds1	0	0	0	0	0	3	1	
lp143	143		1	1				1	8	8		1			1	Act1/Crypt/CryptWWarpNext.ds1	0	0	0	0	0	3	1	
lp144	144		1	1				1	8	8		1			1	Act1/Crypt/CryptEWarpNext.ds1	0	0	0	0	0	3	1	
lp145	145		1	1				1	8	8		1			1	Act1/Crypt/CryptSWarpNext.ds1	0	0	0	0	0	3	1	
lp146	146		1	1				1	8	8		1			1	Act1/Crypt/CryptNWarpNext.ds1	0	0	0	0	0	3	1	
lp147	147		1	1				1	8	8					1	Act1/Crypt/CryptWBonebreak.ds1	0	0	0	0	0	3	1	
lp148	148		1	1				1	8	8					1	Act1/Crypt/CryptEBonebreak.ds1	0	0	0	0	0	3	1	
lp149	149		1	1				1	8	8					1	Act1/Crypt/CryptSBonebreak.ds1	0	0	0	0	0	3	1	
lp150	150		1	1				1	8	8					1	Act1/Crypt/CryptNBonebreak.ds1	0	0	0	0	0	3	1	
lp151	151		1	1				1	8	8					1	Act1/Crypt/CryptWConsol.ds1	0	0	0	0	0	3	1	
lp152	152		1	1				1	8	8					1	Act1/Crypt/CryptEConsol.ds1	0	0	0	0	0	3	1	
lp153	153		1	1				1	8	8					1	Act1/Crypt/CryptSConsol.ds1	0	0	0	0	0	3	1	
lp154	154		1	1				1	8	8					1	Act1/Crypt/CryptNConsol.ds1	0	0	0	0	0	3	1	
lp155	155		1	1				1	8	8					1	Act1/Crypt/CryptWPortal.ds1	0	0	0	0	0	3	1	
lp156	156		1	1				1	8	8					1	Act1/Crypt/CryptEPortal.ds1	0	0	0	0	0	3	1	
lp157	157		1	1				1	8	8					1	Act1/Crypt/CryptSPortal.ds1	0	0	0	0	0	3	1	
lp158	158		1	1				1	8	8					1	Act1/Crypt/CryptNPortal.ds1	0	0	0	0	0	3	1	
lp159	159	25	1	1				1				1			2	Act1/Crypt/CryptCountess1.ds1	Act1/Crypt/CryptCountess2.ds1	0	0	0	0	3	0	
lp160	160		1		1		1	1	8	8					1	Act1/Outdoors/cairn2.ds1	0	0	0	0	0	278915	0	
lp161	161		1		1		1	1	8	8					1	Act1/Outdoors/funktree.ds1	0	0	0	0	0	278787	0	
lp162	162		1		1		1	1	8	8					1	Act1/Outdoors/tome.ds1	0	0	0	0	0	2375939	0	
lp163	163		1		1		1	1	8	8		1	1		1	Act1/Outdoors/Tower1.ds1	0	0	0	0	0	32769	0	
lp164	164	20	1					1				1			1	Act1/Outdoors/Tower2.ds1	0	0	0	0	0	524288	0	
lp165	165	26	1	1	1			1							1	Act1/Monastry/facade1.ds1	0	0	0	0	0	383	0	
lp166	166	27	1	1	1			1				1			3	Act1/Court/CourtW.ds1	Act1/Court/CourtN.ds1	Act1/Court/CourtE.ds1	0	0	0	127	0	
lp167	167		1	1				1	10	14						Act1/Barracks/CourtWb.ds1	Act1/Barracks/CourtNb.ds1	Act1/Barracks/CourtEb.ds1	0	0	0	219	0	
lp168	168		1	1				1	10	14					4	Act1/Barracks/BarW.ds1	Act1/Barracks/BarW2.ds1	Act1/Barracks/BarW3.ds1	Act1/Barracks/BarW4.ds1	0	0	75	0	
lp169	169		1	1				1	10	14					4	Act1/Barracks/BarE.ds1	Act1/Barracks/BarE2.ds1	Act1/Barracks/BarE3.ds1	Act1/Barracks/BarE4.ds1	0	0	75	0	
lp170	170		1	1				1	10	14					4	Act1/Barracks/BarEW.ds1	Act1/Barracks/BarEW2.ds1	Act1/Barracks/BarEW3.ds1	Act1/Barracks/BarEW4.ds1	0	0	75	0	
lp171	171		1	1				1	10	14					4	Act1/Barracks/BarS.ds1	Act1/Barracks/BarS2.ds1	Act1/Barracks/BarS3.ds1	Act1/Barracks/BarS4.ds1	0	0	75	0	
lp172	172		1	1				1	10	14					4	Act1/Barracks/BarSW.ds1	Act1/Barracks/BarSW2.ds1	Act1/Barracks/BarSW3.ds1	Act1/Barracks/BarSW4.ds1	0	0	75	0	
lp173	173		1	1				1	10	14					4	Act1/Barracks/BarSE.ds1	Act1/Barracks/BarSE2.ds1	Act1/Barracks/BarSE3.ds1	Act1/Barracks/BarSE4.ds1	0	0	75	0	
lp174	174		1	1				1	10	14					4	Act1/Barracks/BarSEW.ds1	Act1/Barracks/BarSEW2.ds1	Act1/Barracks/BarSEW3.ds1	Act1/Barracks/BarSEW4.ds1	0	0	75	0	
lp175	175		1	1				1	10	14					4	Act1/Barracks/BarN.ds1	Act1/Barracks/BarN2.ds1	Act1/Barracks/BarN3.ds1	Act1/Barracks/BarN4.ds1	0	0	75	0	
lp176	176		1	1				1	10	14					4	Act1/Barracks/BarNW.ds1	Act1/Barracks/BarNW2.ds1	Act1/Barracks/BarNW3.ds1	Act1/Barracks/BarNW4.ds1	0	0	75	0	
lp177	177		1	1				1	10	14					4	Act1/Barracks/BarNE.ds1	Act1/Barracks/BarNE2.ds1	Act1/Barracks/BarNE3.ds1	Act1/Barracks/BarNE4.ds1	0	0	75	0	
lp178	178		1	1				1	10	14					4	Act1/Barracks/BarNEW.ds1	Act1/Barracks/BarNEW2.ds1	Act1/Barracks/BarNEW3.ds1	Act1/Barracks/BarNEW4.ds1	0	0	75	0	
lp179	179		1	1				1	10	14					4	Act1/Barracks/BarNS.ds1	Act1/Barracks/BarNS2.ds1	Act1/Barracks/BarNS3.ds1	Act1/Barracks/BarNS4.ds1	0	0	75	0	
lp180	180		1	1				1	10	14					4	Act1/Barracks/BarNSW.ds1	Act1/Barracks/BarNSW2.ds1	Act1/Barracks/BarNSW3.ds1	Act1/Barracks/BarNSW4.ds1	0	0	75	0	
lp181	181		1	1				1	10	14					4	Act1/Barracks/BarNSE.ds1	Act1/Barracks/BarNSE2.ds1	Act1/Barracks/BarNSE3.ds1	Act1/Barracks/BarNSE4.ds1	0	0	75	0	
lp182	182		1	1				1	10	14					4	Act1/Barracks/BarNSEW.ds1	Act1/Barracks/BarNSEW2.ds1	Act1/Barracks/BarNSEW3.ds1	Act1/Barracks/BarNSEW4.ds1	0	0	75	0	
lp183	183		1	1				1	10	14					1	Act1/Barracks/BarWTheme1.ds1	0	0	0	0	0	75	0	
lp184	184		1	1				1	10	14					1	Act1/Barracks/BarETheme1.ds1	0	0	0	0	0	75	0	
lp185	185		1	1				1	10	14					1	Act1/Barracks/BarEWTheme1.ds1	0	0	0	0	0	75	0	
lp186	186		1	1				1	10	14					1	Act1/Barracks/BarSTheme1.ds1	0	0	0	0	0	75	0	
lp187	187		1	1				1	10	14					1	Act1/Barracks/BarSWTheme1.ds1	0	0	0	0	0	75	0	
lp188	188		1	1				1	10	14					1	Act1/Barracks/BarSETheme1.ds1	0	0	0	0	0	75	0	
lp189	189		1	1				1	10	14					1	Act1/Barracks/BarSEWTheme1.ds1	0	0	0	0	0	75	0	
lp190	190		1	1				1	10	14					1	Act1/Barracks/BarNTheme1.ds1	0	0	0	0	0	75	0	
lp191	191		1	1				1	10	14					1	Act1/Barracks/BarNWTheme1.ds1	0	0	0	0	0	75	0	
lp192	192		1	1				1	10	14					1	Act1/Barracks/BarNETheme1.ds1	0	0	0	0	0	75	0	
lp193	193		1	1				1	10	14					1	Act1/Barracks/BarNEWTheme1.ds1	0	0	0	0	0	75	0	
lp194	194		1	1				1	10	14					1	Act1/Barracks/BarNSTheme1.ds1	0	0	0	0	0	75	0	
lp195	195		1	1				1	10	14					1	Act1/Barracks/BarNSWTheme1.ds1	0	0	0	0	0	75	0	
lp196	196		1	1				1	10	14					1	Act1/Barracks/BarNSETheme1.ds1	0	0	0	0	0	75	0	
lp197	197		1	1				1	10	14					1	Act1/Barracks/BarNSEWTheme1.ds1	0	0	0	0	0	75	0	
lp198	198		1	1				1	10	14		1			1	Act1/Barracks/BarWWarp.ds1	0	0	0	0	0	79	0	
lp199	199		1	1				1	10	14		1			1	Act1/Barracks/BarEWarp.ds1	0	0	0	0	0	79	0	
lp200	200		1	1				1	10	14		1			1	Act1/Barracks/BarSWarp.ds1	0	0	0	0	0	79	0	
lp201	201		1	1				1	10	14		1			1	Act1/Barracks/BarNWarp.ds1	0	0	0	0	0	79	0	
lp202	202		1	1				1	10	14					1	Act1/Barracks/BarWForge.ds1	0	0	0	0	0	75	0	
lp203	203		1	1				1	10	14					1	Act1/Barracks/BarEForge.ds1	0	0	0	0	0	75	0	
lp204	204		1	1				1	10	14					1	Act1/Barracks/BarSForge.ds1	0	0	0	0	0	75	0	
lp205	205		1	1				1	10	14					1	Act1/Barracks/BarNForge.ds1	0	0	0	0	0	75	0	
lp206	206		1	1				1	12	12					4	Act1/Barracks/JailW.ds1	Act1/Barracks/JailW2.ds1	Act1/Barracks/JailW3.ds1	Act1/Barracks/JailW4.ds1	0	0	107	0	
